net,length_um
matrix_top.sys_arr.row\[69\]\[4\],92.42
matrix_top.buffer_gen\[3\].buffer.buffer\[6\],92.4
net462,92.375
net277,92.36
net340,92.36
_09404_,92.275
matrix_top.results\[266\],92.24
matrix_top.sys_arr.row\[49\]\[5\],92.24
matrix_top.results\[1251\],92.2
matrix_top.sys_arr.row\[25\]\[3\],92.2
_35088_,92.18
net161,92.12
_15135_,92.08
matrix_top.sys_arr.row\[40\]\[2\],92.08
_26483_,92.06
_36565_,92.02
matrix_top.results\[451\],91.96
_28991_,91.84
_36170_,91.84
matrix_top.results\[431\],91.84
net294,91.82
net243,91.78
_35105_,91.76
_03563_,91.72
_36758_,91.7
net170,91.68
matrix_top.results\[778\],91.66
matrix_top.sys_arr.row\[5\]\[1\],91.66
_18042_,91.64
_26186_,91.63
matrix_top.results\[1130\],91.62
matrix_top.sys_arr.row\[12\]\[7\],91.54
matrix_top.results\[996\],91.5
net603,91.5
_36493_,91.49
_34461_,91.465
matrix_top.results\[96\],91.42
net325,91.4
matrix_top.sys_arr.col\[41\]\[5\],91.35
_31921_,91.33
_19010_,91.315
_33822_,91.315
_10879_,91.265
_36998_,91.24
matrix_top.sys_arr.row\[59\]\[7\],91.195
_35488_,91.14
_36124_,91.14
net406,91.14
_03541_,91.12
_17579_,91.06
_36497_,91.04
matrix_top.results\[618\],91.04
matrix_top.sys_arr.col\[39\]\[2\],91.04
matrix_top.sys_arr.col\[34\]\[2\],91.02
_13674_,91
_34987_,90.97
_20006_,90.94
_35189_,90.93
_06509_,90.92
_35167_,90.92
matrix_top.sys_arr.row\[29\]\[3\],90.92
net488,90.92
net621,90.92
matrix_top.sys_arr.col\[61\]\[5\],90.9
matrix_top.sys_arr.col\[29\]\[0\],90.88
_03884_,90.84
matrix_top.sys_arr.row\[52\]\[0\],90.84
matrix_top.results\[781\],90.8
_35004_,90.76
matrix_top.results\[1125\],90.74
matrix_top.sys_arr.row\[16\]\[0\],90.73
matrix_top.results\[782\],90.72
matrix_top.buffer_gen\[3\].buffer.buffer\[7\],90.68
matrix_top.results\[1675\],90.68
matrix_top.results\[1063\],90.665
matrix_top.sys_arr.col\[48\]\[3\],90.64
net458,90.635
matrix_top.sys_arr.row\[30\]\[7\],90.595
_11293_,90.565
matrix_top.results\[454\],90.54
matrix_top.sys_arr.col\[64\]\[7\],90.52
_30522_,90.5
_36401_,90.5
matrix_top.sys_arr.row\[14\]\[3\],90.5
_35335_,90.48
matrix_top.sys_arr.row\[41\]\[7\],90.48
_35382_,90.44
matrix_top.sys_arr.col\[39\]\[5\],90.43
_33821_,90.34
_18518_,90.28
matrix_top.sys_arr.col\[70\]\[3\],90.275
_35218_,90.26
matrix_top.results\[1257\],90.26
_06058_,90.24
_23800_,90.22
net519,90.22
matrix_top.sys_arr.row\[26\]\[4\],90.195
_35061_,90.12
matrix_top.sys_arr.col\[16\]\[2\],90.12
net199,90.1
_27651_,90.07
_24730_,89.94
matrix_top.results\[854\],89.9
matrix_top.sys_arr.col\[52\]\[3\],89.845
matrix_top.results\[1252\],89.84
_16152_,89.82
matrix_top.sys_arr.col\[22\]\[1\],89.82
_35182_,89.78
_36173_,89.78
matrix_top.sys_arr.col\[50\]\[3\],89.78
net237,89.78
_26667_,89.76
_24746_,89.72
matrix_top.results\[258\],89.66
_21408_,89.655
_04596_,89.64
matrix_top.results\[1580\],89.64
_36181_,89.62
matrix_top.sys_arr.row\[32\]\[7\],89.61
matrix_top.results\[1643\],89.52
_10841_,89.48
_11324_,89.48
matrix_top.sys_arr.col\[16\]\[3\],89.48
matrix_top.sys_arr.col\[61\]\[4\],89.46
matrix_top.sys_arr.col\[67\]\[3\],89.395
matrix_top.results\[904\],89.36
net282,89.36
_27147_,89.35
matrix_top.sys_arr.col\[15\]\[3\],89.34
_35056_,89.32
_23779_,89.295
matrix_top.sys_arr.row\[64\]\[7\],89.21
matrix_top.results\[906\],89.2
matrix_top.sys_arr.col\[59\]\[3\],89.16
_06054_,89.14
matrix_top.results\[490\],89.11
_20908_,89.1
_03819_,89.02
_28602_,89.02
matrix_top.results\[1128\],89.02
net234,89.01
_26213_,88.995
matrix_top.results\[874\],88.98
matrix_top.sys_arr.col\[66\]\[4\],88.965
matrix_top.sys_arr.row\[5\]\[5\],88.9
matrix_top.results\[776\],88.88
_22820_,88.86
_27601_,88.85
_03960_,88.82
matrix_top.buffer_gen\[3\].buffer.buffer\[8\],88.82
matrix_top.results\[2022\],88.82
matrix_top.sys_arr.row\[22\]\[7\],88.79
_35063_,88.775
_34928_,88.76
_10888_,88.74
net107,88.7
_05596_,88.67
matrix_top.sys_arr.col\[43\]\[5\],88.66
matrix_top.sys_arr.row\[19\]\[7\],88.625
matrix_top.results\[1410\],88.54
matrix_top.results\[780\],88.535
matrix_top.results\[267\],88.46
_18068_,88.42
_17454_,88.4
matrix_top.sys_arr.row\[4\]\[5\],88.365
_04111_,88.3
matrix_top.sys_arr.col\[42\]\[4\],88.3
_35701_,88.23
matrix_top.sys_arr.col\[65\]\[6\],88.22
net213,88.22
net298,88.22
matrix_top.results\[389\],88.2
matrix_top.sys_arr.col\[44\]\[2\],88.2
_34830_,88.17
matrix_top.sys_arr.row\[3\]\[0\],88.13
matrix_top.results\[872\],88.12
net641,88.035
_35696_,87.98
matrix_top.results\[1037\],87.98
matrix_top.results\[526\],87.95
matrix_top.sys_arr.col\[15\]\[2\],87.935
matrix_top.sys_arr.row\[11\]\[7\],87.925
matrix_top.sys_arr.col\[62\]\[5\],87.91
net447,87.86
matrix_top.results\[647\],87.82
matrix_top.sys_arr.row\[68\]\[4\],87.8
matrix_top.results\[616\],87.78
matrix_top.sys_arr.col\[15\]\[7\],87.78
matrix_top.sys_arr.col\[24\]\[5\],87.77
_35913_,87.74
matrix_top.sys_arr.col\[52\]\[5\],87.65
_04156_,87.625
net599,87.605
net455,87.6
matrix_top.sys_arr.col\[65\]\[1\],87.585
net503,87.58
matrix_top.sys_arr.col\[11\]\[2\],87.53
_29534_,87.5
matrix_top.results\[1409\],87.5
net68,87.5
_17474_,87.46
_36373_,87.44
_35919_,87.42
matrix_top.results\[1517\],87.4
matrix_top.sys_arr.col\[11\]\[3\],87.38
matrix_top.results\[1445\],87.37
matrix_top.sys_arr.col\[14\]\[2\],87.345
_20912_,87.34
matrix_top.sys_arr.row\[7\]\[0\],87.34
matrix_top.results\[1572\],87.335
_20914_,87.32
matrix_top.sys_arr.col\[67\]\[0\],87.32
matrix_top.results\[1803\],87.3
matrix_top.sys_arr.col\[59\]\[7\],87.3
_24781_,87.255
matrix_top.sys_arr.col\[8\]\[3\],87.25
matrix_top.results\[1570\],87.22
_03706_,87.16
matrix_top.results\[1927\],87.16
_35414_,87.14
_26670_,87.08
matrix_top.sys_arr.col\[49\]\[7\],87.06
matrix_top.sys_arr.row\[62\]\[2\],87.06
net426,87.04
matrix_top.sys_arr.row\[67\]\[2\],86.985
net512,86.92
_36432_,86.9
matrix_top.results\[493\],86.9
net104,86.86
_36629_,86.84
_33363_,86.82
_22801_,86.805
matrix_top.sys_arr.col\[57\]\[6\],86.8
matrix_top.results\[1801\],86.775
_09837_,86.755
matrix_top.sys_arr.col\[8\]\[2\],86.7
_35210_,86.66
_36596_,86.66
matrix_top.results\[681\],86.65
_35742_,86.62
net425,86.6
matrix_top.sys_arr.col\[50\]\[5\],86.58
_30971_,86.56
matrix_top.results\[268\],86.54
_30973_,86.52
matrix_top.results\[645\],86.5
matrix_top.sys_arr.row\[4\]\[4\],86.485
matrix_top.results\[1543\],86.45
matrix_top.sys_arr.row\[41\]\[0\],86.445
matrix_top.results\[429\],86.44
matrix_top.results\[823\],86.44
matrix_top.results\[615\],86.4
_23751_,86.3
matrix_top.results\[1735\],86.28
w_data_r\[5\],86.24
matrix_top.results\[38\],86.2
net521,86.18
matrix_top.sys_arr.col\[68\]\[1\],86.14
_33183_,86.125
_28995_,86.12
_35283_,86.12
_36757_,86.12
_35863_,86.1
matrix_top.sys_arr.row\[22\]\[4\],86.055
_35438_,86.04
matrix_top.sys_arr.row\[43\]\[2\],86.03
matrix_top.sys_arr.row\[12\]\[1\],86.025
_35039_,86.02
_32408_,85.975
_17100_,85.96
matrix_top.results\[777\],85.94
_12315_,85.92
matrix_top.results\[269\],85.88
net567,85.86
_29509_,85.84
_04026_,85.78
_35859_,85.76
matrix_top.results\[1190\],85.7
w_data_r\[4\],85.66
_32796_,85.54
_35551_,85.52
matrix_top.sys_arr.col\[29\]\[6\],85.51
_34786_,85.5
_35264_,85.5
matrix_top.sys_arr.col\[48\]\[4\],85.49
net351,85.48
_08929_,85.42
_36906_,85.38
matrix_top.sys_arr.col\[40\]\[6\],85.37
matrix_top.results\[614\],85.36
_36475_,85.32
matrix_top.results\[488\],85.32
matrix_top.results\[1248\],85.3
matrix_top.sys_arr.col\[9\]\[2\],85.28
_36520_,85.24
net445,85.215
matrix_top.sys_arr.row\[3\]\[2\],85.21
_35046_,85.18
_35790_,85.14
net172,85.12
_18536_,85.04
matrix_top.sys_arr.row\[26\]\[0\],85.04
_18501_,84.96
_14688_,84.91
net296,84.9
matrix_top.results\[1888\],84.88
matrix_top.sys_arr.col\[30\]\[2\],84.88
matrix_top.results\[528\],84.855
matrix_top.results\[1092\],84.82
_33365_,84.68
matrix_top.sys_arr.row\[59\]\[0\],84.65
matrix_top.sys_arr.col\[22\]\[7\],84.64
matrix_top.sys_arr.row\[49\]\[7\],84.57
matrix_top.results\[489\],84.52
matrix_top.sys_arr.col\[61\]\[3\],84.5
matrix_top.results\[1124\],84.48
matrix_top.results\[172\],84.46
net466,84.46
_35588_,84.42
matrix_top.sys_arr.col\[60\]\[5\],84.41
_31421_,84.4
matrix_top.sys_arr.col\[46\]\[2\],84.37
_10366_,84.35
net640,84.35
matrix_top.buffer_gen\[2\].buffer.reg_out\[7\],84.28
_19982_,84.275
_03885_,84.26
matrix_top.results\[1162\],84.22
net306,84.2
matrix_top.sys_arr.row\[23\]\[2\],84.185
_25686_,84.14
matrix_top.results\[775\],84.14
matrix_top.results\[1156\],84.12
_35143_,84.1
matrix_top.sys_arr.col\[45\]\[4\],84.1
_09370_,84.06
matrix_top.sys_arr.col\[22\]\[0\],84.06
_07063_,84
matrix_top.results\[1989\],83.96
_35764_,83.94
matrix_top.sys_arr.row\[20\]\[2\],83.94
matrix_top.results\[1031\],83.92
matrix_top.results\[236\],83.92
_22375_,83.85
matrix_top.sys_arr.col\[47\]\[3\],83.82
matrix_top.sys_arr.row\[5\]\[7\],83.82
matrix_top.results\[400\],83.795
_04610_,83.775
_34731_,83.76
net245,83.76
_08935_,83.73
_23234_,83.72
_24257_,83.72
_03740_,83.68
matrix_top.sys_arr.col\[45\]\[3\],83.68
_30042_,83.675
_35078_,83.67
matrix_top.results\[1858\],83.64
matrix_top.sys_arr.row\[7\]\[1\],83.63
_32886_,83.595
_36069_,83.5
matrix_top.results\[356\],83.5
matrix_top.sys_arr.row\[34\]\[2\],83.49
_36410_,83.48
net545,83.48
_36495_,83.46
matrix_top.results\[1283\],83.45
_26179_,83.44
matrix_top.sys_arr.col\[39\]\[7\],83.44
matrix_top.results\[175\],83.4
net346,83.4
_29060_,83.38
matrix_top.sys_arr.col\[34\]\[4\],83.38
matrix_top.sys_arr.col\[18\]\[5\],83.35
net384,83.32
matrix_top.sys_arr.col\[12\]\[4\],83.31
_35746_,83.29
matrix_top.results\[111\],83.26
matrix_top.sys_arr.row\[56\]\[6\],83.255
_35084_,83.25
_04592_,83.22
_03465_,83.195
_28600_,83.18
net565,83.18
_26182_,83.16
matrix_top.sys_arr.row\[60\]\[3\],83.14
matrix_top.results\[1736\],83.12
matrix_top.results\[270\],83.1
matrix_top.results\[357\],82.98
_34900_,82.96
matrix_top.sys_arr.col\[37\]\[7\],82.94
net244,82.94
net22,82.92
matrix_top.results\[1317\],82.9
_23282_,82.74
matrix_top.sys_arr.row\[24\]\[6\],82.735
matrix_top.sys_arr.row\[53\]\[1\],82.71
_35151_,82.69
net536,82.66
matrix_top.sys_arr.col\[62\]\[2\],82.64
_23230_,82.62
matrix_top.sys_arr.col\[58\]\[2\],82.605
net610,82.6
net228,82.58
_34978_,82.56
matrix_top.sys_arr.row\[17\]\[0\],82.46
matrix_top.results\[1316\],82.44
matrix_top.sys_arr.col\[52\]\[4\],82.44
_08896_,82.4
net411,82.4
net570,82.34
_07932_,82.3
_18524_,82.26
matrix_top.results\[1188\],82.26
matrix_top.sys_arr.col\[58\]\[5\],82.225
matrix_top.sys_arr.row\[55\]\[6\],82.2
matrix_top.results\[233\],82.16
matrix_top.results\[354\],82.12
matrix_top.sys_arr.col\[68\]\[4\],82.01
_00418_,81.96
matrix_top.buffer_gen\[1\].buffer.reg_out\[29\],81.94
matrix_top.buffer_gen\[2\].buffer.reg_out\[6\],81.94
net168,81.79
matrix_top.sys_arr.col\[71\]\[0\],81.77
net553,81.76
matrix_top.sys_arr.row\[42\]\[5\],81.75
_16613_,81.74
_34264_,81.7
_26688_,81.66
_18550_,81.58
matrix_top.results\[1187\],81.575
_29057_,81.52
_04110_,81.5
_36171_,81.48
matrix_top.sys_arr.col\[16\]\[4\],81.48
_27175_,81.435
_19975_,81.38
matrix_top.sys_arr.col\[25\]\[0\],81.36
matrix_top.sys_arr.col\[47\]\[4\],81.36
matrix_top.sys_arr.col\[9\]\[5\],81.36
matrix_top.results\[1737\],81.34
matrix_top.results\[1284\],81.32
matrix_top.results\[353\],81.3
matrix_top.sys_arr.col\[23\]\[5\],81.24
_06985_,81.2
matrix_top.sys_arr.col\[62\]\[4\],81.2
matrix_top.sys_arr.col\[31\]\[4\],81.11
net235,81.08
_16596_,81.06
_18080_,81.06
matrix_top.sys_arr.row\[17\]\[3\],80.98
_09426_,80.94
_03518_,80.92
_23303_,80.9
_35073_,80.84
matrix_top.results\[720\],80.84
_26656_,80.76
_36885_,80.76
matrix_top.results\[448\],80.74
matrix_top.results\[494\],80.74
matrix_top.sys_arr.col\[49\]\[2\],80.73
matrix_top.sys_arr.col\[64\]\[6\],80.72
matrix_top.sys_arr.col\[64\]\[2\],80.7
net400,80.69
_03608_,80.68
_35778_,80.68
matrix_top.results\[1318\],80.66
matrix_top.sys_arr.row\[23\]\[0\],80.62
net92,80.62
matrix_top.results\[712\],80.56
_35493_,80.5
_35153_,80.46
matrix_top.buffer_gen\[3\].buffer.buffer\[31\],80.46
_35513_,80.42
net413,80.42
matrix_top.sys_arr.col\[60\]\[7\],80.4
_11251_,80.38
_34893_,80.36
_35834_,80.36
net513,80.36
_05070_,80.32
_36821_,80.3
_36478_,80.28
_16108_,80.26
matrix_top.sys_arr.col\[34\]\[5\],80.26
_05589_,80.24
_05587_,80.225
matrix_top.sys_arr.col\[11\]\[4\],80.22
matrix_top.results\[1262\],80.21
_06046_,80.18
_36423_,80.18
matrix_top.results\[176\],80.18
net576,80.16
net585,80.12
matrix_top.results\[619\],80.1
_35910_,80
matrix_top.sys_arr.row\[69\]\[7\],80
_36229_,79.98
_17567_,79.96
_36305_,79.9
matrix_top.results\[932\],79.88
_34839_,79.87
matrix_top.results\[886\],79.78
_24528_,79.77
net578,79.76
matrix_top.results\[495\],79.695
_11248_,79.68
_36615_,79.66
matrix_top.sys_arr.col\[38\]\[5\],79.63
matrix_top.sys_arr.col\[55\]\[2\],79.54
net484,79.51
_30458_,79.5
_06343_,79.44
_07022_,79.44
matrix_top.results\[995\],79.44
net486,79.42
_07060_,79.36
matrix_top.sys_arr.col\[67\]\[1\],79.34
matrix_top.sys_arr.row\[3\]\[1\],79.29
matrix_top.results\[678\],79.28
matrix_top.sys_arr.row\[52\]\[6\],79.28
matrix_top.sys_arr.row\[58\]\[7\],79.25
_35584_,79.22
matrix_top.sys_arr.col\[54\]\[5\],79.22
matrix_top.results\[1477\],79.15
matrix_top.results\[430\],79.1
_35568_,79.09
_21405_,79.085
_10362_,79.06
matrix_top.results\[1261\],79.06
net526,79.06
matrix_top.results\[1729\],79.02
net569,79.02
matrix_top.sys_arr.row\[61\]\[2\],79.005
matrix_top.results\[192\],78.98
_07054_,78.975
matrix_top.sys_arr.row\[26\]\[5\],78.925
matrix_top.results\[1796\],78.88
_06461_,78.86
_06305_,78.82
_07498_,78.82
_36514_,78.7
_06181_,78.695
matrix_top.results\[366\],78.68
_35788_,78.66
matrix_top.sys_arr.row\[16\]\[6\],78.66
_35365_,78.64
_35312_,78.6
matrix_top.results\[257\],78.6
_36586_,78.56
net646,78.53
matrix_top.sys_arr.col\[45\]\[5\],78.49
matrix_top.results\[1644\],78.48
matrix_top.sys_arr.col\[17\]\[7\],78.47
matrix_top.results\[1482\],78.465
net89,78.46
_14194_,78.42
_24100_,78.42
matrix_top.sys_arr.col\[54\]\[2\],78.42
matrix_top.sys_arr.col\[64\]\[5\],78.42
_16662_,78.4
_32415_,78.4
matrix_top.results\[1189\],78.4
_35252_,78.38
net192,78.38
_04645_,78.32
matrix_top.sys_arr.col\[65\]\[5\],78.32
_36135_,78.26
matrix_top.results\[1990\],78.18
matrix_top.results\[1129\],78.165
_35816_,78.16
matrix_top.results\[1476\],78.085
matrix_top.sys_arr.row\[26\]\[1\],78.08
matrix_top.sys_arr.row\[70\]\[2\],78.075
_09082_,78.045
net444,78.02
matrix_top.results\[422\],77.98
_15106_,77.97
matrix_top.sys_arr.col\[68\]\[6\],77.96
_12487_,77.955
matrix_top.sys_arr.row\[44\]\[3\],77.92
_35726_,77.9
matrix_top.results\[1930\],77.9
matrix_top.sys_arr.col\[56\]\[4\],77.875
matrix_top.sys_arr.col\[66\]\[0\],77.865
matrix_top.sys_arr.col\[55\]\[5\],77.84
matrix_top.results\[933\],77.82
matrix_top.results\[609\],77.8
_06029_,77.74
_32810_,77.74
matrix_top.sys_arr.row\[32\]\[6\],77.72
net612,77.68
_30010_,77.66
_04023_,77.64
_35733_,77.64
_37128_,77.64
_04551_,77.62
matrix_top.sys_arr.row\[26\]\[7\],77.62
matrix_top.results\[1739\],77.54
_10385_,77.46
net50,77.4
_10876_,77.335
net627,77.32
_14205_,77.26
matrix_top.results\[772\],77.26
matrix_top.sys_arr.col\[68\]\[2\],77.24
_30929_,77.2
matrix_top.sys_arr.row\[67\]\[3\],77.2
_09921_,77.175
matrix_top.sys_arr.row\[35\]\[2\],77.14
matrix_top.results\[461\],77.12
matrix_top.sys_arr.col\[45\]\[7\],77.1
matrix_top.results\[966\],77.05
matrix_top.sys_arr.row\[8\]\[2\],77.045
_25215_,76.88
matrix_top.sys_arr.col\[11\]\[7\],76.84
_36086_,76.815
matrix_top.sys_arr.col\[63\]\[5\],76.8
matrix_top.sys_arr.col\[29\]\[7\],76.795
_15625_,76.78
matrix_top.sys_arr.row\[11\]\[5\],76.775
matrix_top.sys_arr.col\[34\]\[3\],76.76
net633,76.76
matrix_top.sys_arr.col\[54\]\[7\],76.66
matrix_top.sys_arr.row\[16\]\[2\],76.66
net165,76.65
matrix_top.results\[113\],76.55
_35646_,76.54
net70,76.48
matrix_top.sys_arr.col\[24\]\[4\],76.34
net266,76.34
matrix_top.sys_arr.col\[43\]\[2\],76.32
matrix_top.sys_arr.row\[64\]\[5\],76.32
_30484_,76.275
net75,76.26
matrix_top.sys_arr.col\[40\]\[5\],76.25
_11164_,76.24
matrix_top.results\[1742\],76.24
matrix_top.sys_arr.col\[33\]\[0\],76.23
net181,76.22
matrix_top.results\[779\],76.2
matrix_top.sys_arr.row\[49\]\[3\],76.2
matrix_top.sys_arr.row\[17\]\[1\],76.17
_23797_,76.14
matrix_top.sys_arr.row\[20\]\[0\],76.135
_29548_,76.08
net548,76.08
matrix_top.sys_arr.col\[40\]\[7\],76.075
matrix_top.sys_arr.col\[26\]\[4\],76.065
_17588_,76.01
_13713_,75.92
_35652_,75.88
net535,75.865
matrix_top.sys_arr.col\[50\]\[7\],75.86
_31946_,75.84
_35137_,75.8
_06454_,75.74
net330,75.7
matrix_top.sys_arr.col\[71\]\[1\],75.675
_29550_,75.66
_15143_,75.62
_07494_,75.5
_22358_,75.44
matrix_top.sys_arr.row\[7\]\[3\],75.38
matrix_top.results\[1703\],75.27
_19489_,75.24
_10826_,75.22
matrix_top.results\[1033\],75.22
_35735_,75.18
matrix_top.buffer_gen\[3\].buffer.buffer\[2\],75.18
_32806_,75.16
matrix_top.sys_arr.col\[67\]\[2\],75.16
_35354_,75.15
matrix_top.sys_arr.row\[10\]\[3\],75.14
matrix_top.sys_arr.col\[61\]\[7\],75.1
matrix_top.sys_arr.col\[55\]\[3\],75.01
_34902_,75
matrix_top.sys_arr.col\[53\]\[7\],74.975
_19479_,74.94
_29522_,74.93
matrix_top.sys_arr.col\[68\]\[0\],74.9
matrix_top.results\[1034\],74.85
_03546_,74.83
matrix_top.sys_arr.col\[55\]\[6\],74.82
_35419_,74.8
matrix_top.buffer_gen\[3\].buffer.buffer\[11\],74.8
net246,74.76
matrix_top.sys_arr.col\[40\]\[3\],74.74
matrix_top.sys_arr.col\[26\]\[3\],74.72
_18623_,74.68
matrix_top.buffer_gen\[3\].buffer.buffer\[30\],74.66
matrix_top.results\[928\],74.66
_11803_,74.58
_29039_,74.56
_05558_,74.52
_21540_,74.49
matrix_top.sys_arr.col\[24\]\[2\],74.44
matrix_top.results\[1551\],74.38
matrix_top.results\[208\],74.38
_11192_,74.34
_35349_,74.32
net255,74.32
_28107_,74.26
_35081_,74.23
_23298_,74.16
_32892_,74.16
matrix_top.sys_arr.row\[29\]\[2\],74.085
matrix_top.sys_arr.col\[32\]\[3\],74.08
net166,74.04
net49,73.96
matrix_top.sys_arr.row\[69\]\[3\],73.915
matrix_top.sys_arr.col\[46\]\[7\],73.84
net642,73.83
matrix_top.results\[1349\],73.8
_35385_,73.77
matrix_top.results\[1926\],73.74
matrix_top.sys_arr.row\[15\]\[5\],73.705
matrix_top.results\[931\],73.64
_18490_,73.56
matrix_top.sys_arr.col\[49\]\[5\],73.52
_16764_,73.51
matrix_top.sys_arr.col\[30\]\[5\],73.5
matrix_top.sys_arr.col\[10\]\[2\],73.46
matrix_top.sys_arr.row\[53\]\[2\],73.43
_06506_,73.42
matrix_top.results\[1093\],73.42
matrix_top.sys_arr.col\[25\]\[1\],73.36
matrix_top.sys_arr.col\[62\]\[3\],73.32
_36581_,73.3
matrix_top.sys_arr.row\[67\]\[4\],73.3
_35936_,73.28
matrix_top.sys_arr.col\[19\]\[2\],73.27
matrix_top.results\[1478\],73.205
matrix_top.results\[1964\],73.16
matrix_top.results\[1259\],73.12
_06302_,73.1
_23766_,73.04
_35654_,73
_17457_,72.94
_35122_,72.94
matrix_top.results\[617\],72.94
matrix_top.sys_arr.col\[20\]\[7\],72.94
_28150_,72.925
matrix_top.results\[65\],72.84
_37081_,72.82
matrix_top.results\[1988\],72.82
_19456_,72.79
_35932_,72.76
_20930_,72.7
matrix_top.sys_arr.row\[56\]\[5\],72.68
matrix_top.sys_arr.row\[24\]\[0\],72.66
_35424_,72.58
_05550_,72.3
matrix_top.results\[1411\],72.26
matrix_top.sys_arr.row\[71\]\[0\],72.26
matrix_top.results\[416\],72.24
matrix_top.sys_arr.row\[70\]\[4\],72.24
matrix_top.results\[1194\],72.16
_28627_,72.12
matrix_top.sys_arr.row\[15\]\[3\],72.095
matrix_top.sys_arr.col\[25\]\[2\],72.06
_34826_,71.995
_35468_,71.995
matrix_top.results\[1281\],71.94
_24753_,71.93
matrix_top.results\[1009\],71.9
_30450_,71.88
matrix_top.results\[718\],71.82
_10858_,71.78
_14161_,71.78
_27110_,71.71
matrix_top.results\[1542\],71.7
_25211_,71.655
_36645_,71.64
matrix_top.sys_arr.row\[16\]\[1\],71.625
matrix_top.sys_arr.col\[44\]\[4\],71.61
_27137_,71.54
matrix_top.results\[459\],71.52
_35120_,71.51
matrix_top.results\[867\],71.48
_03951_,71.46
aw_addr_r\[1\],71.42
matrix_top.results\[368\],71.42
matrix_top.sys_arr.col\[24\]\[3\],71.42
matrix_top.results\[355\],71.36
matrix_top.sys_arr.col\[29\]\[3\],71.32
_09867_,71.3
_35873_,71.3
matrix_top.sys_arr.col\[56\]\[3\],71.25
matrix_top.results\[1804\],71.2
matrix_top.results\[388\],71.2
_17089_,71.18
_21387_,71.18
matrix_top.results\[207\],71.16
_27122_,71.135
matrix_top.sys_arr.col\[56\]\[7\],71.12
matrix_top.sys_arr.col\[18\]\[3\],71.1
_09726_,71.08
matrix_top.sys_arr.col\[19\]\[4\],71.08
net396,71.04
matrix_top.sys_arr.col\[70\]\[1\],71.01
_17411_,70.94
_14582_,70.9
matrix_top.results\[67\],70.9
matrix_top.sys_arr.row\[68\]\[2\],70.885
_14208_,70.82
matrix_top.results\[37\],70.82
matrix_top.sys_arr.row\[34\]\[0\],70.82
matrix_top.results\[1968\],70.815
_27650_,70.81
matrix_top.sys_arr.col\[41\]\[7\],70.8
net167,70.73
matrix_top.sys_arr.row\[6\]\[5\],70.72
matrix_top.results\[1260\],70.68
_05074_,70.675
_23300_,70.66
_28109_,70.615
matrix_top.sys_arr.col\[55\]\[0\],70.58
_36005_,70.5
_17110_,70.48
matrix_top.sys_arr.row\[6\]\[2\],70.46
_29556_,70.4
_35434_,70.35
matrix_top.sys_arr.col\[44\]\[3\],70.33
matrix_top.results\[1315\],70.28
matrix_top.results\[1738\],70.26
_04607_,70.24
_35808_,70.22
_11776_,70.2
net25,70.2
net110,70.2
net174,70.15
_35508_,70.12
matrix_top.sys_arr.col\[70\]\[4\],70.085
_03767_,70.06
_07973_,70.04
_06445_,69.98
_34849_,69.96
_23801_,69.95
matrix_top.results\[1444\],69.88
_34865_,69.82
_31943_,69.78
matrix_top.buffer_gen\[1\].buffer.reg_out\[21\],69.78
matrix_top.results\[608\],69.72
matrix_top.sys_arr.row\[1\]\[1\],69.72
matrix_top.results\[1027\],69.68
matrix_top.results\[1153\],69.68
matrix_top.sys_arr.col\[32\]\[4\],69.68
_36967_,69.66
net206,69.66
_16084_,69.64
_16609_,69.54
_35290_,69.515
matrix_top.results\[514\],69.5
matrix_top.sys_arr.col\[21\]\[4\],69.49
_27549_,69.44
matrix_top.results\[1222\],69.44
matrix_top.sys_arr.col\[10\]\[3\],69.44
_08640_,69.4
_35800_,69.4
matrix_top.sys_arr.col\[43\]\[4\],69.4
_06887_,69.38
_35072_,69.36
_18063_,69.355
matrix_top.results\[1091\],69.34
_20292_,69.3
_23294_,69.28
_31134_,69.2
matrix_top.sys_arr.col\[31\]\[7\],69.2
matrix_top.sys_arr.row\[62\]\[3\],69.18
matrix_top.sys_arr.row\[11\]\[6\],69.17
net638,69.16
matrix_top.buffer_gen\[3\].buffer.reg_out\[27\],69.14
matrix_top.results\[1830\],69.12
